Indicator_Name,Indicator_Number,Ecoregion_name,Ecoregion,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1555012,422106,0.27,1014061,2095963,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,661071,666976,1.01,0,1515835,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1666325,200480,0.12,1409400,1923250,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1807494,149277,0.08,1616188,1998799,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1942948,12064,0.01,1927487,1958408,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1250593,323231,0.26,836211,1664975,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,29.28,13.72,0.47,11.7,46.87,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2014,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,19.81,21.78,1.1,0,47.72,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2015,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,66.01,72.56,1.1,0,100,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2012,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2018,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,10.04,10.85,1.08,0,23.93,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2016,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2017,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,11.6,12.76,1.1,0,27.95,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2019,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,22.96,13.74,0.6,5.34,40.58,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2011,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,384108,422337,1.1,0,925354,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,185895,201086,1.08,0,443596,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,576779,270249,0.47,230441,923116,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,1284056,1263217,0.98,0,2902933,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,211982,232687,1.1,0,510181,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
24. Estimated BLM range acres with SSS = 3,10,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,372764,233895,0.63,72911,672618,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),20,BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3),
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2015,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,7.15,7.59,1.06,0,16.89,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2018,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2017,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,9.72,10.71,1.1,0,23.44,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2014,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2012,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2016,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,0,0,0,0,0,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2011,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
25. Estimated % of BLM range acres with SSS >= 4,12,SOUTH.CENTRAL.SEMI.ARID.PRAIRIES,South-Central Semi-Arid Prairies,22.37,16.36,0.73,1.41,43.33,SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4),2019,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,23,Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ,
